topic,question,answer
"Software & OS (Windows, Linux, macOS)",How do I free up RAM on macOS?,"macOS manages RAM automatically using memory compression and swapping. To free up RAM, quit apps you're not using — use Command+Q to fully quit rather than just closing windows. You can use the 'purge' command in Terminal to flush disk cache. Adding more physical RAM is the most effective long-term solution."
"Software & OS (Windows, Linux, macOS)",How do I use the macOS Terminal to navigate directories?,"Use 'cd directory_name' to enter a folder, 'cd ..' to go up one level, and 'cd ~' to go to your home directory. 'ls' lists files, 'ls -la' shows hidden files and details. 'pwd' prints the current directory path. 'mkdir foldername' creates a new directory."
"Software & OS (Windows, Linux, macOS)",What is the difference between POP3 and IMAP for email?,"POP3 downloads emails to your device and typically deletes them from the server — useful if you only access email from one device. IMAP keeps emails on the server and syncs across all devices, making it better for multi-device access. Most modern email clients and services default to IMAP."
"Software & OS (Windows, Linux, macOS)",How do I convert a PDF to Word document format?,"Microsoft Word (2013 and later) can open PDF files and convert them — just open the file in Word. Adobe Acrobat's Export PDF feature is the most accurate option. Free online tools like Smallpdf, ILovePDF, and Adobe's online tools can also convert PDFs to DOCX format, though complex formatting may not convert perfectly."
"Software & OS (Windows, Linux, macOS)",What is a VirtualBox Guest Additions and how do I install it?,"Guest Additions is a package of drivers and utilities installed inside a VirtualBox VM that improves performance and enables features like shared folders, shared clipboard, drag-and-drop, and automatic window resizing. In VirtualBox with the VM running, go to Devices > Insert Guest Additions CD image and run the installer inside the VM."
"Software & OS (Windows, Linux, macOS)",How do I use the diff command in Linux?,"The 'diff file1.txt file2.txt' command shows the differences between two files. Lines preceded by '<' are from file1, and '>' from file2. Use 'diff -u' for unified format, which is easier to read. 'diff -r dir1 dir2' compares two directories recursively."
"Software & OS (Windows, Linux, macOS)",What is a shell script and how do I run one in Linux?,"A shell script is a text file containing a sequence of shell commands. Create one by starting the file with '#!/bin/bash', adding your commands, and saving with a .sh extension. Make it executable with 'chmod +x script.sh', then run it with './script.sh'. Scripts automate repetitive tasks."
"Software & OS (Windows, Linux, macOS)",How do I zip and unzip files on macOS?,"To zip a file or folder in Finder, right-click it and select 'Compress'. To unzip, double-click the .zip file. In Terminal, use 'zip -r archive.zip folder/' to create a zip and 'unzip archive.zip' to extract. macOS also supports .tar.gz archives via the 'tar' command."
"Software & OS (Windows, Linux, macOS)",What is the Windows Group Policy Editor and who can use it?,"The Group Policy Editor (gpedit.msc) lets administrators configure Windows settings centrally, such as password policies, software restrictions, and user permissions. It's available on Windows 10/11 Pro, Enterprise, and Education editions. Home edition users can achieve similar results through Registry edits. Access it via Run > gpedit.msc."
"Software & OS (Windows, Linux, macOS)",How do I set up printer sharing on a Windows network?,"On the PC with the printer, go to Settings > Devices > Printers & Scanners, select the printer, click Manage, then 'Printer properties'. Go to the Sharing tab and check 'Share this printer'. On the other PC, go to Printers & Scanners > Add a printer > select the shared printer from the network."
"Software & OS (Windows, Linux, macOS)",How do I use the Windows Task Scheduler to run a Python script?,"Open Task Scheduler and create a new task. Set the trigger (e.g., daily at a specific time). For the action, set the program to 'python.exe' (or the full path), and the argument to the script path (e.g., C:\scripts\myscript.py). Ensure the task runs under an account with the necessary permissions."
"Software & OS (Windows, Linux, macOS)",What is the difference between a 32-bit and 64-bit application?,"A 32-bit application can access up to 4 GB of RAM regardless of how much the system has, while a 64-bit application can access significantly more. On 64-bit Windows, both can run. 32-bit apps are stored in C:\Program Files (x86). For best performance, use 64-bit versions when available."
"Software & OS (Windows, Linux, macOS)",How do I use the Windows Event Viewer?,"Open Event Viewer by searching in the Start menu. Navigate to Windows Logs > Application, Security, or System to see event logs. Each event has an ID, source, and description. Filter events by level (Error, Warning, Information) to find issues. Event IDs can be searched online for detailed explanations."
"Software & OS (Windows, Linux, macOS)",How do I set up a LAMP stack on Ubuntu?,"Install Apache with 'sudo apt install apache2', MySQL with 'sudo apt install mysql-server', and PHP with 'sudo apt install php libapache2-mod-php php-mysql'. Restart Apache with 'sudo systemctl restart apache2'. Test PHP by creating /var/www/html/info.php with '<?php phpinfo(); ?>'."
"Software & OS (Windows, Linux, macOS)",What is Docker and how is it different from a virtual machine?,"Docker runs applications in lightweight containers that share the host OS kernel, making them faster and more resource-efficient than VMs. VMs include a full OS per instance. Docker containers are portable — a Dockerized app runs the same on any machine with Docker installed. Use Docker for app deployment; VMs for full OS isolation."
"Software & OS (Windows, Linux, macOS)",How do I list all installed packages on Ubuntu?,Run 'dpkg --list' or 'apt list --installed' in the terminal to see all installed packages. Use 'dpkg --list | grep packagename' to search for a specific package. 'apt show packagename' gives detailed information about a specific installed package.
"Software & OS (Windows, Linux, macOS)",How do I configure a static hostname in Linux?,Edit /etc/hostname with your preferred hostname. Also update /etc/hosts to map the new hostname to 127.0.0.1. Run 'sudo hostnamectl set-hostname newhostname' to change it immediately without rebooting. Verify with 'hostname' command.
